V1	V2
100691247	GO:0016020,GO:0016021,GO:0016757,GO:0005794,GO:0008373,GO:0006486,GO:0097503
100691249	GO:0016020,GO:0005886,GO:0031225
100691251	
100691252	GO:0005515
100691253	GO:0032836,GO:0072015,GO:0005515
100691255	GO:0006355,GO:0005634,GO:0003677,GO:0003700,GO:0006366,GO:0000978
100691256	GO:0000166,GO:0016787,GO:0008796,GO:0004081
100691257	GO:0061630,GO:0016567,GO:0072487
100691258	GO:0005515,GO:0016020,GO:0016021
100691259	GO:0016740,GO:0016020,GO:0016021,GO:0005975,GO:0016757,GO:0006486,GO:0005794,GO:0032580
100691262	GO:0007264,GO:0005085,GO:0050790,GO:0001784
100691263	GO:0016787
100691265	GO:0016787,GO:0006508,GO:0070006
100691266	GO:0000166,GO:0004672,GO:0005524,GO:0016301,GO:0016740,GO:0006468,GO:0016310,GO:0016020,GO:0016021,GO:0005886,GO:0005887,GO:0004713,GO:0018108,GO:0004714,GO:0005003,GO:0007169,GO:0048013,GO:0005515
100691267	GO:0033555,GO:0007420,GO:0071542,GO:0099054,GO:0005102,GO:0007165,GO:0005576,GO:0008083
100691274	GO:0000981,GO:0003677,GO:0006355
100691275	GO:0035556,GO:0042981,GO:0007165
100691276	GO:0005634,GO:0005768,GO:0007049,GO:0042802,GO:0042995,GO:0010008,GO:0031901,GO:0005515,GO:0045335,GO:0001726,GO:0030900,
100691279	GO:0016020,GO:0016021,GO:0005886,GO:0005794,GO:0000139,GO:0070836,GO:0005901
100691280	GO:0000786,GO:0046982,GO:0003677,GO:0005634
100691281	GO:0005634,GO:0006357,GO:0003712,GO:0016592
100691282	
100691283	
100691284	GO:0008483,GO:0009058,GO:0006520,GO:0030170,GO:0003824,GO:0016740,GO:0004069
100691285	GO:0016740,GO:0008168,GO:0032259,GO:0006396,GO:0001510,GO:0008173,GO:0046872,GO:0016020,GO:0016021,GO:0016491,GO:0055114,GO:0006629,GO:0006631,GO:0006633,GO:0016717
100691287	GO:0003723,GO:0003676,GO:0045087,GO:0034063,GO:0010494
100691289	GO:0071425,GO:0006402,GO:1990247,GO:0006401,GO:0045746,GO:0048598,GO:0061157,GO:0098508,GO:1902036,GO:0003723
100691290	GO:0007165,GO:0005576,GO:0005125,GO:0005126,GO:0006952,GO:0005132,GO:0051607
100691292	GO:0048565,GO:0008015,GO:0060047,GO:0048546,GO:0030860,GO:0072593,GO:0051015,GO:0016459,GO:0003774,GO:0005515,GO:0005524,GO:0000166,GO:0003779
100691293	
100691298	
100691299	GO:0005739,GO:0005840,GO:0006412,GO:0003735
100691300	GO:0005319,GO:0071391,GO:0006869,GO:0045735
100691302	
100691305	GO:0001666,GO:0006397,GO:0004540,GO:0005515,GO:0006468,GO:0005524,GO:0004672,GO:0000166,GO:0004674,GO:0016301,GO:0016740,GO:0016310,GO:0016020,GO:0090501,GO:0005789,GO:0106310,GO:0106311
100691307	GO:0005515,GO:0005737,GO:0005856,GO:0007399
100691308	GO:0016787,GO:0016791,GO:0016311,GO:0006470,GO:0008420,GO:0004722,GO:0106306,GO:0106307,
100691311	GO:0003924,GO:0005525
100691312	GO:0005576,GO:0005102,GO:0005184,GO:0031781,GO:0031782,GO:0070996,GO:0007218,GO:0009755,GO:0040008,GO:0048589,GO:2000253,GO:0007631
100691314	
100691315	
100691316	GO:0005576,GO:0006811,GO:0055072,GO:0005615
100691317	GO:0008250,GO:0006486
100691318	
100691319	GO:0007155,GO:0005886,GO:0007156,GO:0005509,GO:0016020,GO:0060536,GO:0016021
100691320	GO:0000166,GO:0046872,GO:0005737,GO:0005525,GO:0000287,GO:0004019,GO:0016874,GO:0006164,GO:0044208,GO:0006167
100691321	GO:0042256,GO:0031017,GO:0042254,GO:0002573,GO:0030851,GO:0005654,
100691323	GO:0005576,GO:0005515,GO:0090729,GO:0035821
100691326	GO:0001708,GO:0008283,GO:0031017,GO:0030154,GO:0007275
100691327	GO:0008009,GO:0006955,GO:0005576
100691335	GO:0046983
100691337	GO:0007601,
100691340	GO:0006355,GO:0003677,GO:0005634,GO:0003700,GO:0043565
100691341	GO:0008483,GO:0030170,GO:0003824,GO:0004587,GO:0055129,GO:0050155
100691343	GO:0005096,GO:0043547,GO:0048487,GO:0007021,GO:0007023,GO:0010842,GO:0007420
100691347	GO:0001533,GO:0008544,GO:0019215,GO:0045104,GO:0005198,GO:0005856,GO:0005737
100691348	GO:0016491,GO:0022900,GO:0055114,GO:0004174,GO:0022904,GO:0046872,GO:0016020,GO:0016021,GO:0051536,GO:0051539
100691349	GO:0006836,GO:0019905
100691350	GO:0008139,GO:0005643,GO:0006913,GO:0017056,GO:0005634,GO:0015031
100691354	GO:0045296,GO:0005515,GO:0098609,GO:0030054,GO:0007155
100691355	
100691356	GO:0005634
100691358	GO:0005634,GO:0005737,GO:0006511,GO:0051603,GO:0000502,GO:0005839,GO:0019773
100691360	GO:0016020,GO:0016021,GO:1902600,GO:0055085,GO:0006812,GO:0015299
100691361	GO:0016020,GO:0016021,GO:0005154,GO:0009611,GO:0060041,GO:0070654,
100691362	
100691364	GO:0032482,GO:0005525,GO:0003924
100691367	GO:0016020,GO:0016021
100691372	GO:0016020,GO:0016021
100691373	,GO:0051301
100691375	GO:0051015,GO:0005509,GO:0046872,GO:0032587
100691376	
100691381	GO:0003730,GO:1990904,GO:0003676,GO:0003723
100691382	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
100691384	GO:0008270,GO:0006355,GO:0005634,GO:0001966,GO:0007409,GO:0007528,GO:0061055
100691385	GO:0016020,GO:0016021,GO:0015293,GO:0055085
100691386	
100691387	GO:0016020,GO:0006886,GO:0016192,GO:0005198,GO:0030659,GO:0031410,GO:0005905,GO:0032051,GO:0030130,GO:0030132,GO:0071439,GO:0005515
100691388	GO:0003677,GO:0005634,GO:0046982,GO:0000786,GO:0005694
100691390	GO:0003676,GO:0005634,GO:0006397,GO:0008380,GO:0005681
100691391	GO:0036297,GO:0043240,GO:0005515
100691392	GO:0004709,GO:0046777,GO:0000186,GO:0006468,GO:0005524,GO:0004672,GO:0007254,GO:0000166,GO:0004674,GO:0016301,GO:0016740,GO:0016310
100691396	GO:0031016,GO:0007492,,GO:0016021
100691398	GO:0000956,GO:0004527,GO:0003676,GO:0008409,GO:0003723,GO:0016787,GO:0005737,GO:0090305,GO:0004518
100691399	GO:0060271
100691402	GO:0046983
100691405	GO:0016020,GO:0016021,GO:0005737,GO:0016791,GO:0006470,GO:0016311,GO:0008138,GO:0014866
100691407	GO:0016020,GO:0016021,GO:0005886,GO:0006811,GO:0030054,GO:0004888,GO:0045202,GO:0045211,GO:0005216,GO:0005230,GO:0034220,GO:0060079,GO:0022848,GO:0060078
100691408	
100691412	GO:0005525
100691418	GO:0005882,GO:0005198,GO:0045104
100691423	GO:0005576,GO:0046872,GO:0008270,GO:0005515,GO:0090729,GO:0035821
100691426	GO:0005125,GO:0006955,GO:0005576
100691428	GO:0016020,GO:0016021,GO:0005765,
100691429	GO:0005634,GO:0016592,GO:0046549,GO:0048484,GO:0048538,GO:0061453
100691430	GO:0016020,GO:0016021,GO:0005509
100691432	GO:0007568,GO:0005576,GO:0008289,GO:0006869
100691436	GO:0005515
100691437	GO:0000166,GO:0016020,GO:0016787,GO:0007165,GO:0003924,GO:0005525,GO:0048382
100691440	GO:0005634
100691442	GO:0016020,GO:0016021,
100691444	GO:0005515
100691445	
100691446	GO:0036297,GO:0043240
100691447	GO:0016020,GO:0016021
100691448	GO:0010468,GO:0003677,GO:0046872,GO:0005634
100691451	GO:0007018,GO:0003777,GO:0008017,GO:0005524,GO:0019896,GO:1990535,GO:0000166,GO:0003774
100691452	,GO:0000166,GO:0005524,GO:0016740
100691454	GO:0006355,GO:0003677,GO:0005634,GO:0007275,GO:0006357,GO:0000981,GO:0002040,GO:0002244
100691455	GO:0005515
100691456	,GO:0016787,GO:0005634,GO:0004407,GO:0016575
100691458	GO:0016020,GO:0016021,
100691463	GO:0000796,GO:0007076,GO:0005737,GO:0051301,GO:0005694,GO:0007049,GO:0030261,GO:0000070
100691464	
100691465	GO:0005515,GO:0005576,GO:0019835,GO:0090729,GO:0035821,GO:0044179
100691466	GO:0004984,GO:0007186,GO:0004930,GO:0016021
100691468	GO:0005515,GO:0008589
100691469	GO:0006511,GO:0016579,GO:0004843,GO:0005515,GO:0008270,GO:0046872,GO:0016787,GO:0008233,GO:0006508,GO:0008234,GO:0009953,GO:1904888,GO:0018215
100691470	
100691473	GO:0000166,GO:0004672,GO:0005524,GO:0006468,GO:0016020,GO:0016021,GO:0005886,GO:0007169,GO:0005515
100691475	GO:0060090,GO:0007165,GO:0005737,GO:0005856,GO:0005815
100691476	GO:0005515
100691477	GO:0003682
100691479	GO:0000981,GO:0003677,GO:0006355
100691480	GO:0005515
100691481	GO:0003746,GO:0006414,GO:0005525,GO:0003924,GO:0000166,GO:0006412
100691483	GO:0021999,GO:0006355
100691484	GO:0004984,GO:0007186,GO:0004930,GO:0016021
100691485	GO:0006779,GO:0004853,GO:0006778,GO:0016829,GO:0006782,GO:0006783,GO:0016831
100691486	
100691487	GO:0005576,GO:0005515,GO:0090729,GO:0035821
100691488	GO:0005576,GO:0008083,GO:0005104,GO:0008543,GO:0001708,GO:0001756,GO:0003007,GO:0003208,GO:0007368,GO:0007420,GO:0007422,GO:0007492,GO:0007498,GO:0009880,GO:0009887,GO:0009952,GO:0009953,GO:0010002,GO:0014709,GO:0021549,GO:0021555,GO:0021571,GO:0021572,GO:0021588,GO:0021703,GO:0030177,GO:0030182,GO:0030335,GO:0030878,GO:0030901,GO:0030902,GO:0030903,GO:0030916,GO:0030917,GO:0031076,GO:0035050,
GO:0042664,GO:0043049,GO:0046850,GO:0048263,GO:0048339,GO:0048665,GO:0048702,GO:0048705,GO:0048709,GO:0048839,GO:0051146,GO:0051216,GO:0055012,GO:0060037,GO:0060041,GO:0060059,GO:0060271,GO:0060788,GO:0061053,GO:0061195,GO:0061386,GO:0070121,GO:0071599,GO:0005615,GO:0005764
100691489	GO:0003697
100691490	GO:0016020,GO:0016021,GO:0005515
100691491	GO:0000166,GO:0005525
100691495	GO:0016020,GO:0016021,
100691496	GO:0005634,GO:0003677,GO:0046982,GO:0000776,GO:0005694,GO:0051382
100691498	GO:0016020,GO:0005737,GO:0005794,GO:0006886,GO:0000139,GO:0015031,GO:0016192,GO:0030117,GO:0005198,GO:0031410,GO:0030663,GO:0005515
100691500	GO:0006813,GO:0005249,GO:0055085,GO:0005737,GO:0016021,GO:0016020,GO:0016491,GO:0055114,GO:0005886,GO:0005244,GO:0006811,GO:0034220,GO:0034765,GO:0071805
100691502	GO:0006886,GO:0005515,GO:0016020,GO:0015031,GO:0016192
100691504	GO:0016787,GO:0008233,GO:0006508,GO:0004190
100691505	GO:0016020,GO:0016021,GO:0005637
100691507	GO:0005634,GO:0007275
100691508	GO:0016740,GO:0016020,GO:0016021,GO:0005794,GO:0032580,GO:0008376
100691509	
100691511	GO:0016020,GO:0016021,GO:0030433,GO:0005515
100691512	GO:0007399
100691513	GO:0005515
100691514	GO:0005515
100691515	GO:0003723,GO:0008168,GO:0006396,GO:0001510,GO:0008173
100691516	GO:0055085,GO:0005515,GO:0016020,GO:0016021,GO:0005886,GO:0006811
100691517	GO:0005254,GO:0007605,GO:0005515,GO:0016020,GO:0016021
100691518	GO:0006355,GO:0003677,GO:0005634,GO:0007275,GO:0006357,GO:0000981
100691519	GO:0006355,GO:0005634,GO:0003712,GO:0045892
100691520	GO:0046872,GO:0008270,GO:0016787,GO:0008233,GO:0006508,GO:0006511,GO:0016579,GO:0008234,GO:0004843,GO:0018215
100691521	GO:0007249,GO:0005525,GO:0003924
100691522	GO:0007264,GO:0005085,GO:0050790
100691523	GO:0005179,GO:0007165,GO:0005576
100691526	GO:0007165,GO:0005576,GO:0046872,GO:0016020,GO:0006955,GO:0005125,GO:0005164,GO:0005615,GO:0005515
100691527	GO:0005515,GO:0016020,GO:0016021
100691529	GO:0046983
100691530	GO:0001889,GO:0002040,GO:0005852,GO:0003743,GO:0005737,GO:0005515,GO:0001732,GO:0002183,GO:0006412,GO:0006413,GO:0016282,GO:0033290
100691531	GO:0007283,GO:0003723,GO:0003677,GO:0005737,GO:0007275,GO:0030154
100691532	GO:0046872
100691534	GO:0005515
100691536	GO:0097016,GO:0045199,GO:0005515
100691538	GO:0046872,GO:0005634,GO:0003677,GO:0006355
100691539	
100691541	GO:0002244,GO:0043044,GO:0005515,GO:0090537
100691542	GO:0000079,GO:0019901
100691543	GO:0005515,GO:0005615,GO:0005509,GO:0051216,GO:0030218,GO:0032474,GO:0060037,GO:0048752,GO:0030916,GO:0005576
100691544	GO:0005515,GO:0030159
100691545	GO:0000166,GO:0004672,GO:0005524,GO:0006468,GO:0005789,GO:0001666,GO:0034976,GO:0005515
100691547	GO:0005525
100691549	GO:0005743,GO:0042773,GO:0008137
100691550	GO:0005515
100691555	GO:0005347,GO:0055085,
100691556	GO:0016485,GO:0005777,GO:0004252,GO:0016787,GO:0008233,GO:0008236,GO:0006508
100691557	GO:0005515
100691558	GO:0000139,GO:0006886,GO:0016192,GO:0005737,GO:0005515,GO:0048280,GO:0016020,GO:0005794
100691559	GO:0003723,GO:0005515
100691560	GO:0005667,GO:0046983,GO:0003700,GO:0006355
100691562	GO:0005096,GO:0043547
100691564	GO:0005737,GO:0005856,GO:0005819,GO:2000574
100691565	GO:0048701,GO:0002244,GO:0009303,GO:0005515,GO:0003677,GO:0008270,GO:0046872,GO:0016491,GO:0055114,GO:0005634,GO:0006325,GO:0051213
100691566	
100691567	GO:0016020,GO:0016021,GO:0001654,GO:0048741
100691568	GO:0004222,GO:0008237,GO:0006508,GO:0046872,GO:0016020,GO:0016021,GO:0016787,GO:0008233
100691571	GO:0016020,GO:0016021,GO:0005886,GO:0007155,GO:0007411,GO:0005515
100691572	GO:0007166,GO:0030246,GO:0004888,GO:0007186,GO:0004930,GO:0016021,GO:0016020,GO:0005886,GO:0007165,GO:0030424
100691573	GO:0007178,GO:0004675,GO:0006468,GO:0005524,GO:0004672,GO:0016020,GO:0009953,GO:0061371,GO:0001945,GO:0030509,GO:0060972,GO:0060912,GO:0070724,GO:0000166,GO:0004674,GO:0016021
100691579	,GO:0016740,GO:0016020,GO:0016021
100691581	GO:0016702,GO:0046872,GO:0005506,GO:0005515,GO:0055114,GO:0016491,GO:0005737,GO:0051213
100691583	GO:0000166,GO:0005524,GO:0006412,GO:0016874,GO:0004812,GO:0006418,GO:0002161,GO:0106074,GO:0004832,GO:0006438
100691584	GO:0004252,GO:0006508,GO:0016787,GO:0008233,GO:0008236,GO:0005615
100691585	GO:0016020,GO:0016021,GO:0005783
100691587	GO:0000166,GO:0005524,GO:0016020,GO:0016021,GO:0016887,GO:0005743
100691589	GO:0016740,GO:0003824,GO:0016785,GO:0097056,GO:0003723,GO:0005737,GO:0006412,GO:0000049
100691592	GO:0005515
100691593	GO:0006355,GO:0003677,GO:0046983
100691596	
100691598	GO:0016020,GO:0016021,GO:0006629,GO:0005783,GO:0005789,GO:0008202,GO:0008203,GO:0008289
100691602	GO:0006480,GO:0008168
100691603	GO:0005524,GO:0046872,GO:0051082,GO:0006457,GO:0031072,GO:0009408
100691605	GO:0016020,GO:0016021,GO:0007409,GO:1905606,GO:0005515
100691606	GO:0006907,GO:0006886,GO:0015031,GO:0035091,GO:0030097,GO:0060041,GO:0007219,GO:0048514,GO:0042063,GO:0005769
100691607	GO:0000166,GO:0004672,GO:0005524,GO:0006468,GO:0003723
100691608	GO:0016020,GO:0016021,GO:0005887,GO:0015293,GO:0055085
100691609	GO:0005525
100691610	GO:0008154,GO:0005737,GO:0005856,GO:0003779,GO:0042995,GO:0017124
100691611	GO:0016020,GO:0016021,
100691613	GO:0090336,GO:0050728,GO:0014850,GO:0009409
100691614	GO:0034773,GO:0042799,GO:0005515
100691615	GO:0005525
100691616	GO:0005737,GO:0005856,GO:0008092
100691618	GO:0005576,GO:0031101,GO:0005515
100691619	GO:0004386,GO:0003676,GO:0005524,GO:0000166,GO:0016787
100691620	GO:0006457,GO:0003755,GO:0000413,GO:0005515
100691621	GO:0004181,GO:0008270,GO:0006508,GO:0005576,GO:0016020,GO:0016021
100691622	GO:0005515
100691623	GO:0042427,GO:0004510,GO:0016714,GO:0009072,GO:0004497,GO:0005506,GO:0055114,GO:0046872,GO:0016491,
100691626	GO:0005634
100691627	GO:0004725,GO:0016791,GO:0006470,GO:0016311,GO:0035335
100691629	GO:0019722,GO:0005509,GO:0046872
100691630	GO:0006261,GO:0005634,GO:0006260
100691632	GO:0003723,GO:0003676,GO:0005654
100691633	GO:0016020,GO:0016021,GO:0003725
100691634	GO:0003682,GO:0010468,GO:0005634,GO:0007049
100691636	GO:0016740,GO:0016020,GO:0016021,GO:0016746,GO:0016409,GO:0019706,GO:0018215
100691637	GO:0006885,GO:0006814,GO:0015385,GO:0015299,GO:0006812,GO:0055085,GO:0016021,GO:0016020,GO:0006811,GO:1902600,GO:0035725,GO:0015297
100691638	GO:0008270,GO:0055114,GO:0016491,GO:0005515
100691639	GO:0047522,GO:0032440,GO:0005737,GO:0016491,GO:0055114
100691641	GO:0016500,GO:0005515,GO:0007186,GO:0016021,GO:0016020,GO:0005886,GO:0004930,GO:0007165
100691642	
100691643	GO:0016020,GO:0016021,GO:0006811,GO:0055085,GO:0008324,GO:0006812,GO:0098655,GO:0006829
100691644	,GO:0000166,GO:0005524
100691645	
100691647	,GO:0007165,GO:0005515
100691650	GO:0051998,GO:0046872,GO:0016787,GO:0008168,GO:0032259,GO:0006479
100691652	
100691653	GO:0042981
100691655	
100691656	GO:0001570,GO:0014706,GO:0030198,GO:0048747,GO:0060049
100691658	
100691660	GO:0016491,GO:0055114
100691661	,GO:0005634
100691663	
100691669	GO:0050896,GO:0001501,GO:0033335,GO:0033336,GO:0033337,GO:0033338,GO:0033339,GO:0033340,GO:0016055,GO:0008201,GO:0030177
100691670	
100691671	GO:0016491,GO:0055114,GO:0051287,GO:0050661,GO:0008442,GO:0006574,GO:0009083
100691672	GO:0017017,GO:0006470,GO:0016791,GO:0016311,GO:0008138
100691673	GO:0046872,GO:0016020,GO:0016021,GO:0038161,GO:0004925,GO:0005515
100691677	GO:0016020,GO:0016021,GO:0004930,GO:0007186
100691678	GO:0016020,GO:0016021,GO:0006486,GO:0016765,GO:0002040,GO:0019408,GO:1904423
100691681	GO:0005515
100691684	GO:0046854,GO:0016301,GO:0016740,GO:0016310,GO:0048015
100691685	GO:0016740,GO:0046872,GO:0016567,GO:0005634,GO:0004842,GO:0006325,GO:0003682,GO:0006281,GO:0006974,GO:0042393,GO:0043130,GO:0006302,GO:0010212,GO:0033522,GO:0045739,GO:0000151
100691688	GO:0016020,GO:0016021,GO:0006813,GO:0071805,GO:0015269
100691693	GO:0031290,GO:0060027,GO:0042074,GO:0051216,GO:0009948,GO:0010842,GO:0048701,GO:0060026,GO:0003407,GO:0001666,GO:0030010,GO:0031012,GO:0004222,GO:0008237,GO:0008270,GO:0006508,GO:0046872,GO:0016020,GO:0016021,GO:0016787,GO:0008233
100691694	
100691696	GO:0006370,GO:0004482,GO:0016740,GO:0003723,GO:0005634,GO:0008168,GO:0032259,GO:0006397,GO:0106005
100691699	GO:0033333,GO:0051216
100691700	GO:0005515
100691704	GO:0003723,GO:0005634,GO:0000398,GO:0006397,GO:0008380,GO:0000956,GO:0005681
100691706	GO:0006687,GO:0008120,GO:0016757,GO:0016740,GO:0016020,GO:0016021,GO:0006665,GO:0102769
100691708	GO:0009615,GO:1901532,GO:1901533,GO:0005515
100691709	,GO:0016020,GO:0016021
100691711	GO:0008373,GO:0006486
100691713	GO:0050699,GO:0007343,GO:0035038,GO:0035039,GO:0033011
100691714	GO:0006915,GO:0005856,GO:0005515,GO:0008017
100691716	GO:0004672,GO:0005524,GO:0006468,GO:0016020,GO:0016021
100691717	GO:0038023,GO:0016020,GO:0016021,GO:0005886,GO:0006811,GO:0034220,GO:0030054,GO:0004970,GO:0015276,GO:0035235,GO:0045202,GO:0045211,GO:0005216
100691718	
100691719	GO:0031105,GO:0005525,GO:0000166,GO:0007368,GO:0003140,GO:0060271,GO:0061371,GO:0005929,GO:0071907,GO:0071910,GO:0035469
100691721	GO:0055085,GO:0022857,GO:0016021
100691722	GO:0003677,GO:0005634,GO:0043044,GO:0016514,GO:0003160
100691723	GO:0001525,GO:0001946,GO:0001944,GO:0043547,GO:0032012,GO:0005086,GO:0005515,GO:0005737
100691725	GO:0051260,GO:0005515
100691726	GO:0004672,GO:0005524,GO:0006468
100691728	GO:0000178,GO:0006396,GO:0005634,GO:0005737,
100691730	GO:0070412,GO:0030512,GO:0010991,GO:0016020,GO:0016021,GO:0005768,GO:0010008,GO:0031901
100691731	GO:0015031,GO:0005768,GO:0031902,GO:0010008,GO:0000813,GO:0032509
100691736	GO:0016020,GO:0016021,GO:0005515,GO:0006986
100691737	
100691738	GO:0007009,GO:0005515
100691739	GO:0017080,GO:0016020,GO:0016021,GO:0005244,GO:0006811,GO:0034220,GO:0034765,GO:0005272,GO:0006814,GO:0035725,GO:0001518
100691741	
100691742	
100691748	GO:0005882,GO:0005198
100691749	GO:0016020,GO:0016021,GO:0006811,GO:0034220,GO:0098655,GO:0005261,GO:0015672
100691750	
100691752	GO:0008289,GO:0032052
100691753	GO:0042407,GO:0016020,GO:0016021,GO:0005739,GO:0005743,GO:0061617
100691754	GO:0016020,GO:0006914
100691756	GO:0016020,GO:0016021,GO:0016757,GO:0005794,GO:0000139,GO:0006486
100691757	GO:0035556,GO:0016787,GO:0005509,GO:0007165,GO:0006629,GO:0008081,GO:0016042,GO:0004435
100691762	GO:0005576
100691763	GO:0016020,GO:0016021
100691766	GO:0046872,GO:0016787,GO:0016788,GO:0016811
100691767	GO:0003690,GO:0006355
100691768	GO:0005737,GO:0006355,GO:0005634,GO:0003677,GO:0003700,GO:0046983,GO:0000976,GO:0001666,GO:0014823,GO:0030182,GO:0031017,GO:0043523,GO:0048565,GO:0051402,GO:0097150,GO:1990402,GO:0005667,GO:0005515
100691770	GO:0016020,GO:0016021,GO:0005886,GO:0030054,GO:0005923,GO:0005198,GO:0031174
100691771	GO:0016740,GO:0046872,GO:0005737
100691772	GO:0000786,GO:0046982,GO:0003677,GO:0005634
100691773	GO:0005576,GO:0062023,GO:0005515
100691777	GO:0016887,GO:0005524,GO:0000166
100691781	GO:0000166,GO:0004672,GO:0004674,GO:0005524,GO:0006468
100691784	
100691785	GO:0005525,GO:0003924,GO:0007165,GO:0016020
100691786	GO:0000166,GO:0005524,GO:0016020,GO:0016021,GO:0016887,GO:0055085,GO:0042626,GO:0032782
100691787	
100691788	GO:0016020,GO:0016021,
100691789	GO:0005634,GO:0006357,GO:0003712,GO:0016592
100691790	GO:0005525,GO:0003924
100691791	GO:0008081,GO:0004114,GO:0007165,GO:0046872,GO:0016787,GO:0004115,GO:0006198
100691792	
100691793	GO:0008270,GO:0016491,GO:0055114
100691794	GO:0043162,GO:0043130,GO:0000813,GO:0005515,GO:0048675
100691795	GO:0052689,GO:0016787,GO:0016021
100691797	
100691798	
100691799	GO:0046872,GO:0016787,GO:0005634,GO:0006325,GO:0004407,GO:0032041,GO:0016575,GO:0070932
100691800	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
100691801	GO:0032486,GO:0005525,GO:0003924,GO:0007165,GO:0016020
100691804	GO:0016409,GO:0016740,GO:0016020,GO:0016021,GO:0016746,GO:0019706,GO:0018215
100691805	GO:0005515
100691806	GO:0006414,GO:0005840,GO:0006412,GO:0003735
100691808	GO:0016791,GO:0016311,GO:0008138
100691809	GO:0016740,GO:0016020,GO:0016021,GO:0016746,GO:0016409,GO:0019706,GO:0018215
100691813	GO:0009052,GO:0004751,GO:0016853,GO:0006098
100691814	GO:0046872,GO:0016787,GO:0003824,GO:0005764,GO:0008484,GO:0008449,GO:0030203
100691815	
100691818	GO:0016020,GO:0016021
100691820	GO:0006310,GO:0006260,GO:0006281,GO:0005634,GO:0003677
100691821	GO:0046872,GO:0007179,GO:0006355,GO:0003677,GO:0005634,GO:0005737,GO:0005667,GO:0005515,GO:0003700
100691822	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186,GO:0045028,GO:0035589
100691823	GO:0005576,GO:0007275,GO:0016055,GO:0030111,GO:0030154,GO:0001654,GO:0030177,GO:0030510,GO:0030513,GO:0030900,GO:0060059,GO:0061031,GO:0061386,GO:0072576,GO:2000056,GO:0005515
100691827	GO:0006816,GO:0005891,GO:0070588,GO:0005245,GO:0016021,GO:0016020
100691828	GO:0046872,GO:0005096,GO:0043547,GO:0016477,GO:0005925,GO:0005515
100691829	,GO:0031462
100691833	GO:0032732,GO:0015267,GO:0006812,GO:0016020,GO:0016021,GO:0005886,GO:0006811,GO:0030054,GO:0055085,GO:0005921,GO:0022829,GO:0022832,GO:0031410,GO:0048471
100691834	
100691835	GO:0005576,GO:0005515
100691838	GO:0005737,GO:0005856,GO:0005874,GO:0030030,GO:0005814
100691840	GO:0006464,GO:0005524
100691841	GO:0016020,GO:0016021,GO:0005886,GO:0030054,GO:0007154,GO:0055085,GO:0005921,GO:0005922,GO:0005243
100691844	
100691845	GO:0035267,GO:0006325,GO:0016580,GO:0005634,GO:0006355
100691847	GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186,GO:0007166,GO:0004888,GO:0004948
100691850	GO:0055114,GO:0000049,GO:0016706,GO:0031591
100691852	GO:0051537,GO:0055114,GO:0046872,GO:0051536,GO:0006054,GO:0030338,
100691853	GO:0005515,GO:0016651,GO:0022900
100691856	GO:0016020,GO:0016021,GO:0071805,GO:0007601,GO:0055085,GO:0006811,GO:0006816,GO:0098656,GO:0035725,GO:0015297,GO:0008273
100691857	GO:0016787,GO:0008233,GO:0006508,GO:0006511,GO:0016579,GO:0008234,GO:0000502,GO:0004843,GO:0005515,GO:0018215
100691858	GO:0061588,GO:0046983,GO:0016020,GO:0016021,GO:0005886
100691860	GO:0004674,GO:0035556,GO:0006468,GO:0005524,GO:0004672
100691861	
100691864	GO:0005515
100691866	GO:0046872,GO:0005515
100691867	
100691870	GO:0003677,GO:0005634,GO:0007275
100691871	GO:0004449,GO:0051287,GO:0000287,GO:0016616,GO:0006099,GO:0055114
100691872	GO:0032549,GO:0031017,GO:0048565,GO:0009304,GO:0006351,GO:0003899,GO:0003677,GO:0016740,GO:0046872,GO:0016779
100691873	GO:0016020,GO:0016021,GO:0007409,GO:0005515,GO:1905606
100691874	GO:0007096,GO:0005634
100691876	GO:0016020,GO:0016021,GO:0007155,GO:0042552,GO:0007413,GO:0005515,GO:0005887
100691877	
100691878	
100691879	GO:0005515
100691881	GO:0016020,GO:0006811,GO:0005739,GO:0005743,GO:0015078,GO:0015986,GO:0000276,GO:0045263
100691882	GO:0016787,GO:0072357,GO:0051301,GO:0004721,GO:0005975,GO:0006470,GO:0005977,GO:0000164,GO:0004722,GO:0106306,GO:0106307,GO:0060026
100691884	
100691885	GO:0016787,GO:0005509,GO:0008233,GO:0006508,GO:0005737,GO:0004198,GO:0008234,GO:0045214
100691886	GO:0046872,GO:0005634,
100691889	GO:0005634,GO:0005737,GO:0008033,GO:0002098,GO:0048484,GO:0033588,GO:0005515
100691890	
100691891	GO:0016020,GO:0016021
100691893	GO:0033693,GO:0005883,GO:0005198,GO:0005882,GO:0005856,GO:0030424
100691895	
100691896	GO:0051879,GO:0005515,GO:0060271,GO:0032474,GO:0061371
100691899	
100691900	GO:0003676,GO:0003723,GO:0005515,GO:0060047
100691901	GO:0003725
100691902	GO:0016020,GO:0016021,
100691903	GO:0016020,GO:0016021
100691904	
