V1	V2
102078017	,GO:0016020,GO:0016021
102078018	GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007186,GO:0015057,GO:0007596,GO:0070493
102078032	GO:0016020,GO:0016021,GO:0006886,GO:0015026,GO:0008277
102078035	GO:0005515
102078038	
102078041	GO:0005634,GO:0005737,GO:0005525
102078046	GO:0003700,GO:0006355
102078065	GO:0042998,GO:0071253,GO:0016020,GO:0016021,GO:0005802
102078066	GO:0005515
102078076	,GO:0016020,GO:0016021
102078079	
102078090	GO:0016020,GO:0016021
102078091	GO:0016020,GO:0016021,GO:0005515
102078094	GO:0046983
102078098	GO:0042802,GO:0021885,GO:0031290,GO:0060385,GO:0030424,,GO:0016020,GO:0016021
102078102	GO:0003677,GO:0000724,GO:0005515
102078104	GO:0016020,GO:0016021,
102078106	
102078108	GO:0097190,GO:0006351
102078110	GO:0003953,GO:0016740,GO:0016020,GO:0016021,GO:0016787,GO:0050135,GO:0061809
102078113	GO:0006281,GO:0000723,GO:0003678
102078117	GO:0005515,GO:0006958
102078118	GO:0042754,GO:0045892
102078119	
102078120	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186,GO:0004935,GO:0071875
102078149	,GO:0016020,GO:0016021
102078167	
102078176	GO:0005615,GO:0010951,GO:0005737,GO:0004867
102078189	GO:0016020,GO:0016021
102078197	
102078202	GO:0007165,GO:0005515
102078210	GO:0000166,GO:0005525
102078219	GO:0008076,GO:0006813,GO:0005249,GO:0006811,GO:0005216,GO:0055085,GO:0051260,GO:0005515,GO:0016020
102078235	GO:0005515,GO:0008270,GO:0046872,GO:0005634
102078242	,GO:0016020,GO:0030054,GO:0045202,GO:0031410
102078243	
102078249	GO:0030246
102078258	GO:0005576,GO:0019229
102078279	
102078282	GO:0003677,GO:0005634,GO:0006352,GO:0046982,GO:0000786,GO:0005694
102078285	GO:0016020,GO:0016021,GO:0005515
102078291	GO:0006270,GO:0003682,GO:0005634
102078293	GO:0004984,GO:0007186,GO:0016021
102078295	GO:0005515
102078312	GO:0016020,GO:0016021
102078333	
102078383	GO:0005737,GO:0005515
102078390	
102078392	
102078410	GO:0016020,GO:0016021
102078419	GO:0042981,GO:0005515
102078421	
102078439	GO:0098609,GO:0007156,GO:0005509,GO:0016020
102078452	
102078454	
102078473	GO:0005515
102078475	GO:0005525,GO:0005515
102078503	GO:0005515
102078504	GO:0004252,GO:0016021
102078507	GO:0005525
102078513	
102078515	GO:0005576,GO:0005515,GO:0090729,GO:0035821
102078517	GO:0005515
102078528	
102078542	GO:0016021
102078551	GO:0060271,GO:0005516,GO:0005515
102078555	
102078558	GO:0006302,GO:0051276,GO:0005694,GO:0005515,GO:0005524,GO:0060216
102078572	
102078576	GO:0009966,GO:0001965
102078579	
102078580	
102078591	
102078595	GO:0005525
102078617	GO:0004639,GO:0006189,GO:0006164
102078622	GO:0046983,GO:0005515,GO:0003677
102078623	
102078624	
102078628	GO:0005634,GO:0005737,GO:0005856,GO:0008017,GO:0046600,GO:0005814
102078638	GO:0016020,GO:0016021,GO:0006811,GO:1902600,GO:0055085,GO:0006812,GO:0006814,GO:0035725,GO:0005768,GO:0015297,GO:0015299,GO:0015385,GO:0006885,GO:0010008
102078648	
102078649	GO:0036297,GO:0043240
102078655	
102078679	GO:0046935,GO:0043551,GO:0005944
102078684	GO:0006468,GO:0005524,GO:0004672
102078690	
102078694	GO:0005515
102078695	GO:0008360,GO:0016020
102078696	
102078707	GO:0005576,GO:0046872,GO:0008270,GO:0005515,GO:0090729,GO:0035821
102078715	GO:0046872
102078723	
102078735	GO:0005515
102078746	
102078750	GO:0051015
102078760	GO:0007186,GO:0004930,GO:0016021
102078761	
102078765	
102078775	
102078781	GO:0016021,
102078792	
102078793	
102078801	GO:0005737,GO:0005856,
102078803	GO:0016020,GO:0016021,GO:0016787,GO:0005509,GO:0017110
102078812	
102078816	GO:0016020,GO:0016021,
102078817	
102078820	GO:0005515
102078829	GO:0004222,GO:0008237,GO:0008270,GO:0006508,GO:0046872,GO:0016787,GO:0008233
102078834	
102078840	
102078841	GO:0003677
102078842	,GO:0003723
102078871	
102078886	GO:0019835
102078894	GO:0005634,GO:0016787,GO:0006508,GO:0004197,GO:0007059,GO:0016020,GO:0016021
102078900	GO:0000166,GO:0004672,GO:0004674,GO:0005524,GO:0006468
102078926	
102078927	GO:0005515
102078936	GO:0007601,GO:0005576,GO:0016020,GO:0016021,GO:0008201,GO:0042995,GO:0033165
102078948	,GO:0016020,GO:0016021
102078950	GO:0009247,GO:0001733,GO:0016020,GO:0016021
102078953	GO:2000727,GO:0003713,GO:0005634
102078955	GO:0007517,GO:0046983,GO:0006355
102078959	
102078965	GO:0005525
102078972	GO:0007155,GO:0005886,GO:0007156,GO:0005509,GO:0016020,GO:0016021,GO:0098609
102078973	GO:0046872,GO:0003676,GO:0016787
102078975	GO:0042981
102078984	GO:0005525
102078990	GO:0006468,GO:0005524,GO:0004672
102079012	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
102079029	
102079034	GO:0016020,GO:0016021,GO:0030030,GO:0007368
102079045	
102079046	GO:0008270
102079054	GO:0016020,GO:0016021
102079063	GO:0001706,GO:0001707,GO:0001756,GO:0001843,GO:0007368,GO:0007398,GO:0007417,GO:0007498,GO:0007507,GO:0008354,GO:0009953,GO:0021501,GO:0021508,GO:0021537,GO:0021854,GO:0021999,GO:0030325,GO:0030900,GO:0030903,GO:0033504,GO:0035775,GO:0046619,GO:0048339,GO:0048382,GO:0048565,GO:0048570,GO:0048854,GO:0050930,GO:0060027,GO:0060041,GO:0060975,GO:0061053,GO:0072045,GO:0090008,GO:0009897
102079067	
102079072	
102079080	GO:0016020,GO:0016021,GO:0016757,GO:0005794,GO:0000139,GO:0006486
102079081	GO:0030368
102079086	GO:0005525
102079113	GO:0005515
102079122	
102079126	GO:0000220,GO:0033179,GO:1902600,GO:0015078,GO:0016020,GO:0016021,GO:0006811
102079134	GO:0000166,GO:0005525
102079138	,GO:0016020,GO:0016021
102079139	
102079154	
102079174	
102079182	
102079196	
102079221	GO:0001889,GO:0006629,GO:0072574
102079225	GO:0016491,GO:0055114
102079247	,GO:0016020,GO:0016021
102079249	
102079252	GO:0030368,GO:0016020,GO:0016021,GO:0019221,GO:0005515
102079254	GO:0005515
102079257	
102079258	GO:0000166,GO:0005524,GO:0003774,GO:0003777,GO:0008017,GO:0007018,GO:0005515
102079261	,GO:0006629,GO:0006631,GO:0016790,GO:0006637
102079265	
102079280	GO:0003723
102079281	
102079283	GO:0005515,GO:0005576,GO:0090729,GO:0035821
102079284	GO:0006355,GO:0003700,GO:0006986
102079288	
102079302	GO:0007155,GO:0005886,GO:0007156,GO:0005509,GO:0016020
102079307	,GO:0016020,GO:0016021
102079309	GO:0046983,GO:0005515,GO:0006355
102079315	GO:0005515,GO:0005923
102079319	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
102079322	
102079338	,GO:0016020,GO:0016021
102079339	GO:0046658,GO:0009966,GO:0062023,GO:0016020,GO:0005886,GO:0031225
102079344	
102079346	GO:0016020,GO:0016021,
102079351	GO:0009267,GO:0005615,GO:0032099,GO:0008343,GO:0000186,GO:0007186,GO:0005184
102079368	GO:0005525,GO:0005634,GO:0005737
102079371	GO:0016020,GO:0016021,GO:0005244,GO:0006811,GO:0034765,GO:0005262,GO:0006816,GO:0070588,
102079375	GO:0005515
102079386	GO:0016020,GO:0016021
102079396	GO:0007155,GO:0005886,GO:0007156,GO:0005509,GO:0016020
102079405	
102079406	GO:0006814
102079407	GO:0008236,GO:0004252,GO:0006508
102079414	
102079417	GO:0016020,GO:0016021,GO:0022857,GO:0055085
102079418	
102079419	GO:0005515
102079422	
102079433	GO:0008270
102079441	GO:0005515,
102079445	GO:0046872,GO:0006355,GO:0005634,GO:0031213
102079449	GO:0005088,GO:0050790,GO:0005085,GO:0007264
102079463	
102079474	GO:0016020,GO:0016021
102079478	GO:0005576,GO:0030414,GO:0010466
102079493	
102079494	GO:0005882,GO:0005198,GO:0045104,GO:0042246,GO:0045098,GO:0005515
102079499	
102079500	
102079507	
102079510	GO:0016020,GO:0030054,GO:0005515
102079512	GO:0008284,GO:0005615,GO:0005157,GO:0001934,GO:0014005
102079516	GO:0043066,GO:0016021
102079525	
102079550	GO:0008236,GO:0006508
102079551	
102079555	
102079568	GO:0005922,GO:0007154,GO:0016020,GO:0016021,GO:0005886
102079572	GO:0006357,GO:0003677,GO:0003700
102079574	
102079576	
102079588	
102079602	GO:0030298,GO:0005576,GO:0030971,GO:0061098
102079609	
102079618	GO:0016525,GO:0007166,GO:0004888,GO:0005887,GO:0007186,GO:0004930,GO:0016021,GO:0016020,GO:0005886,GO:0007165
102079624	GO:0032922,GO:0000976
102079629	
102079640	GO:0016020,GO:0016021
102079641	GO:0045121,GO:0050853,GO:0035556,GO:0005886,GO:0050868,GO:0050852
102079659	GO:0005515
102079681	
102079696	GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186,GO:0045202,GO:0005887,GO:0004952,GO:0001963,GO:0007195,GO:0021514,GO:0021520
102079697	GO:0000166,GO:0005525
102079699	GO:0003677,GO:0005634,GO:0060319
102079700	GO:0016020,GO:0016021,
102079717	
102079721	
102079731	GO:0016020,GO:0016021,GO:0005886,GO:0030054,GO:0007154,GO:0005921,GO:0005922
102079736	GO:0005524,GO:0016887
102079751	
102079760	GO:0005509,GO:0016020,GO:0016021
102079772	GO:0016021
102079774	GO:0008289,GO:0006629
102079778	
102079784	GO:0006511,GO:0016579,GO:0008234,GO:0004843,GO:0018215,GO:0005515
102079789	GO:0016020,GO:0016021,GO:0005886,GO:0005515
102079792	GO:0016020,GO:0016021,GO:0016747
102079796	GO:0016020,GO:0016021,
102079799	
102079808	
102079812	GO:0005525
102079845	GO:0005515
102079846	GO:0016021
102079858	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
102079865	GO:0005515
102079871	GO:0000166,GO:0016020,GO:0016021,GO:0005525
102079873	GO:0004674,GO:0006468,GO:0005524
102079875	GO:0005515,GO:0003677,GO:0005634
102079880	
102079881	
102079890	GO:0004842,GO:0005515
102079907	
102079915	GO:0005890,GO:0006814,GO:0006813,GO:0016020,GO:0016021,GO:0006811
102079926	GO:0005515
102079931	GO:0003676,GO:0008270
102079932	
102079935	GO:0004672,GO:0004674,GO:0005524,GO:0006468,GO:0106310,GO:0106311
102079939	GO:0045087
102079940	
102079941	GO:0005319,GO:0006869
102079944	GO:0008289,GO:0006629
102079945	
102079947	GO:0005576,GO:0005515,GO:0090729,GO:0035821
102079948	GO:0045892,GO:0003723,GO:0005515,GO:0006355
102079959	GO:0008237,GO:0008270,GO:0006508,GO:0046872,GO:0016020,GO:0016021,GO:0016787,GO:0008233,GO:0004177
102079960	GO:0016020,GO:0016021,
102079986	
102079994	
102080016	
102080023	GO:0005525
102080028	
102080029	GO:0038023,GO:0016020,GO:0005886
102080032	GO:0005737,GO:0005856,GO:0051301,GO:0030054,GO:0005921,GO:0007049,GO:0005819,GO:0005515
102080041	GO:0007186,GO:0004930,GO:0016021
102080044	GO:0005515,GO:0008270
102080054	GO:0016740,GO:0008168,GO:0032259,
102080056	GO:0009966,GO:0005737,GO:0005515,GO:0016020
102080057	GO:0016020,GO:0016021,GO:0005794,GO:0005457,GO:0036085,GO:0004252,GO:0006508
102080062	
102080067	
102080068	
102080069	
102080070	
102080083	
102080090	GO:0005515
102080095	
102080107	GO:0035591
102080108	
102080113	
102080118	GO:0016020,GO:0016021
102080120	,GO:0003676,GO:0008270
102080123	GO:0005576,GO:0005615,GO:0004866,GO:0010951,GO:0004867,GO:0030414,GO:0010466
102080134	GO:0016740,GO:0008168,GO:0032259
102080136	
102080140	
102080144	GO:0007186,GO:0004930,GO:0016021
102080146	GO:0005515
102080153	GO:0005515
102080174	GO:0016020,GO:0016021
102080194	
102080204	GO:0005515
102080208	
102080219	GO:0015031,GO:0016197
102080222	GO:0005833,GO:0015671,GO:0019825,GO:0020037,GO:0005506
102080225	
102080227	
102080228	GO:0016740,GO:0016020,GO:0016021,GO:0006665
102080234	,GO:0019835
102080235	GO:0045121,GO:0016020,GO:0016021,GO:0035556,GO:0005886,GO:0050868
102080237	
102080248	GO:0004984,GO:0007186,GO:0004930,GO:0016021
102080253	
102080254	GO:0005634,GO:0000077,GO:0071479
102080261	GO:0016020,GO:0016021
102080269	,GO:0016020,GO:0016021,GO:0005783,GO:0005789
102080273	
102080283	GO:0005525
102080289	GO:0006468,GO:0005524,GO:0004672
102080291	GO:0006397,GO:0003723,GO:0005737,GO:0005634
102080292	
102080295	
102080298	
102080314	GO:0003682
102080323	GO:0017080,GO:0016020,GO:0016021,GO:0005244,GO:0006811,GO:0034220,GO:0034765,GO:0005272,GO:0006814,GO:0035725,GO:0001518
102080326	GO:0042974,GO:0006355
102080341	
102080354	GO:0016491,GO:0055114
102080361	GO:0008234,GO:0006508,GO:0009612,GO:0060348,GO:0051216
102080366	GO:0005515
102080370	GO:0005576
102080373	GO:0005515,GO:0005509
102080377	
102080384	GO:0042310,GO:0005576,GO:0019229
102080391	GO:0004674,GO:0043066,GO:0006468,GO:0005524,GO:0004672
102080396	GO:0006468,GO:0005524,GO:0004672
102080406	GO:0006614,GO:0008312,GO:0005525,GO:0003924,GO:0048500,GO:0000166,GO:0003723,GO:0005737,GO:0005786,GO:0016607,GO:0030593,GO:0031017,GO:0045047
102080408	GO:0016705,GO:0005506,GO:0020037,GO:0055114
102080428	
102080433	GO:0004960,GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186,GO:0004957
102080437	GO:0097190
102080439	GO:0042742
102080448	GO:0005525,GO:0005515
102080457	GO:0005525
102080461	
102080464	GO:0005634
102080467	
102080486	GO:0098794
102080519	GO:0005515
102080527	GO:0016787,GO:0004104,GO:0052689,
102080528	GO:0005515
102080531	GO:0042742,GO:0006629
102080546	
102080552	GO:0007283
102080562	GO:0005102,GO:0007399
102080564	GO:0000813,GO:0032509
102080566	GO:0016020,GO:0016021
102080578	
102080582	,GO:0000502
102080584	GO:0005525
102080585	GO:0016740,GO:0016020,GO:0016021,GO:0000139,GO:0016746,GO:0016409,GO:0030659,GO:0031410,GO:0019706,GO:0005515,GO:0018215
102080590	GO:0016021,GO:0016020
102080594	
102080595	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
102080620	GO:0046983
102080622	GO:0005814,GO:0051298,GO:0007099,GO:0032465
102080628	GO:0016020,GO:0016021,GO:0005737
102080640	GO:0005525
102080641	GO:0005525
102080669	GO:0005515
102080671	GO:0043565,GO:0003700,GO:0006355
102080683	
102080692	GO:0016020,GO:0016021,
102080697	GO:0046328,GO:0061630,GO:0005515
102080704	,GO:0016020,GO:0016021,GO:0016491,GO:0055114
102080705	GO:0003950,GO:0046872
102080710	
102080715	GO:0016020,GO:0016021
102080724	GO:0016020,GO:0016021,
102080728	GO:0016020,GO:0016021,GO:0022857,GO:0055085
102080733	GO:0003676,GO:0008270
102080735	,GO:0016020,GO:0016021
102080750	
102080755	GO:0005975,GO:0004553,GO:0016020,GO:0016021,GO:0016787,GO:0016798,GO:0008152
102080762	GO:0007165
102080764	
102080776	GO:0007186,GO:0004930,GO:0016021
102080800	
102080805	
102080817	GO:0016020,GO:0016021
102080823	
102080834	GO:0004888,GO:0002224,GO:0006955,GO:0007165,GO:0005515,GO:0016021,GO:0016020,GO:0005737,GO:0002376,GO:0045087,GO:0006954
102080848	GO:0004842,GO:0005515
102080851	
102080858	GO:0030903,GO:0001228
102080862	,GO:0016020,GO:0016021
102080865	GO:0003677,
102080867	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
102080884	GO:0070412,GO:0030512
102080895	GO:0030282,GO:0005179,GO:0007165,GO:0005576
102080900	
102080901	GO:0005576,GO:0046872,GO:0008270,GO:0005515,GO:0090729,GO:0035821
102080907	
102080922	GO:0006355,GO:0003677,GO:0005634,GO:0007275,GO:0006357,GO:0000981
102080923	GO:0005515
102080925	
102080954	
102080955	
102080962	GO:0016020,GO:0016021
102080969	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
102080986	GO:0006511,GO:0016579,GO:0004843,GO:0004842
102080994	GO:0005576,GO:0005509,GO:0005515
102081017	
102081034	
102081035	GO:0005102,GO:0008083,GO:0005576
102081037	GO:0005515
102081040	GO:1902230
102081041	
102081047	
102081048	GO:0005576,GO:0005515,GO:0090729,GO:0035821
102081064	
102081065	GO:0016787,GO:0006629,GO:0016042,GO:0004620,GO:0009395,
102081069	GO:0046872,GO:0003810,GO:0018149,GO:0018215
102081076	
102081093	GO:0005634,GO:0007219,GO:0003713,GO:0045944,GO:0016607
102081126	GO:0003676,GO:0005634,GO:0008270
102081131	GO:0018095
102081136	GO:0007186,GO:0004930,GO:0016021
102081144	GO:0006397,GO:0004540,GO:0005515,GO:0006468,GO:0005524,GO:0004672
102081148	GO:0005515
102081153	
102081160	
102081165	
102081167	GO:0006281,GO:0003677,GO:0008270,GO:0046872,GO:0016787,GO:0006974
102081175	GO:0005576,GO:0046872,GO:0016020,GO:0008270,GO:0005886,GO:0006887,GO:0030659,GO:0031410,GO:0042383,GO:0061630,GO:0005515,GO:0001778,GO:0046627,GO:0090729,GO:0035821
102081185	
102081201	GO:0000145,GO:0006887
102081219	GO:0016817,GO:0000166,GO:0005524,GO:0016787,GO:0004386,GO:0003724,GO:0042645
102081223	GO:0008286,GO:0005158
102081231	GO:0048706
102081239	GO:0033572,GO:0004998,GO:0006898,GO:0006879,GO:0005886,GO:0035162,GO:0030218,GO:0042541
102081240	GO:0046983,GO:0003677,GO:0046872
102081244	GO:0006511,GO:0016579,GO:0004843,GO:0004842
102081247	
102081250	GO:0001607,GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186,GO:0007218
102081252	GO:0005576,GO:0005515
102081274	GO:0003682
102081275	GO:0016020,GO:0016021,GO:0005509,GO:0007156,GO:0098609
102081276	
102081278	GO:0016020,GO:0016021,GO:0004930,GO:0007186
102081300	GO:0042981,
102081326	GO:0005515
102081347	
102081358	GO:0016020,GO:0016021,GO:0005886,GO:0005509,GO:0030054,GO:0007155,GO:0007156,GO:0030057
102081370	GO:0016020,GO:0016021
102081377	GO:0007165,GO:0005576,GO:0008009,GO:0006955,GO:0060326,GO:0005125,GO:0005615
102081386	GO:0006915
102081408	GO:0006511,GO:0016579,GO:0004843
102081410	GO:0008324,GO:0006812,GO:0055085,GO:0016021
102081412	GO:0016409,GO:0018230
102081424	
102081429	GO:0005515
102081443	
102081444	GO:0030246,GO:0006013,GO:0004559,GO:0003824,GO:0005975,GO:0046872,GO:0016787,GO:0016798,GO:0008152
102081464	GO:0008009,GO:0006955,GO:0005576
102081481	,GO:0005634,GO:0005737
102081483	,GO:0070534,GO:0035370
102081495	GO:0005515
102081498	GO:0005515
102081508	GO:0005509,GO:0005515
102081518	
102081526	
102081538	GO:0016020,GO:0016021
102081539	GO:0038023
102081542	
102081543	GO:0005515,GO:0008270
102081604	GO:0016020,GO:0016021,GO:0001503
102081612	GO:0016020,GO:0016021
102081615	
102081637	GO:0005515
102081644	,GO:0016020,GO:0016021
102081647	GO:0005515
102081650	GO:0004252,GO:0006508,GO:0005615
102081663	
102081670	GO:0016020,GO:0016021,GO:0004930,GO:0007186,GO:0007602
102081671	GO:0007165
102081675	
102081683	
102081706	
102081707	
102081710	GO:0016020,GO:0016021
102081712	GO:0000166,GO:0004672,GO:0005524,GO:0006468,GO:0005634
102081713	GO:0004252,GO:0006508,GO:0005615
102081717	GO:0003676
102081728	GO:0006511,GO:0016579,GO:0004843
102081731	GO:0016020,GO:0016021,
102081741	
102081747	GO:0016020,GO:0005525
102081762	
102081764	
102081769	GO:0070286,GO:0005858,GO:0042995,GO:0031514
102081776	
102081780	GO:0016020,GO:0016021
102081783	GO:0002768,GO:0038023,GO:0005887
102081789	
102081836	GO:0006397,GO:0004540,GO:0005515,GO:0006468,GO:0005524,GO:0004672
102081847	GO:0043065,GO:1901612
102081866	GO:0005515
102081867	GO:0042138,GO:0006310
102081888	GO:0060219,GO:0060968,GO:0070050
102081889	GO:0051085,GO:0000166,GO:0005524,GO:0005783,GO:0005788
102081895	GO:0012505
102081897	GO:0003810,GO:0018149
102081901	GO:0016020,GO:0016021
102081907	GO:0046718,GO:0016020,GO:0016021,GO:0007155
102081924	GO:0005813
102081928	,GO:0016020,GO:0016021
102081930	GO:0005515
102081933	GO:0051301,GO:0015631,GO:0005814,GO:0046599
102081934	
102081937	
102081939	GO:0046983
102081940	
102081953	
102081984	
102081992	GO:0008284,GO:0006355,GO:0005634,GO:0005737
102081996	GO:0034968,GO:0018024,GO:0005634,GO:0003677,GO:0008270,GO:0005694,GO:0005515,
102082008	GO:0030247,GO:0004521,GO:0005044,GO:0006955,GO:0046872,GO:0003723,GO:0016787,GO:0090305,GO:0090502,GO:0004518,GO:0004519,GO:0005576,GO:0006897
102082010	GO:0005515
102082014	GO:0016020,GO:0005886
102082021	GO:0070579,GO:0006211,GO:0080111,GO:0030097,GO:0098508,GO:0060319,GO:0030218,GO:0070989
102082023	
102082028	GO:0005576,GO:0005520,GO:0019838
102082029	GO:0016020,GO:0016021,GO:0004930,GO:0007186
102082030	GO:0016020,GO:0016021,GO:0016757,GO:0005794,GO:0000139,GO:0006486
102082036	GO:0007217
102082045	
102082056	GO:0007219,GO:0046872,GO:0016567,GO:0016740,GO:0005737,GO:0061630
102082059	GO:0004960,GO:0016020,GO:0016021,GO:0005886,GO:0004930,GO:0007165,GO:0007186,GO:0016501
102082062	GO:0098609,GO:0007156,GO:0005509,GO:0016020
102082063	,GO:0016020,GO:0016021
102082064	GO:0004672,GO:0005524,GO:0006468
102082065	GO:0038023,GO:0016020,GO:0016021,GO:0005886
102082071	
102082077	
102082081	
102082086	GO:0003950
102082090	GO:0006629
102082095	
102082096	
102082099	GO:0055085,GO:0022857
102082122	GO:0005515
102082138	GO:0016740,GO:0016020,GO:0016021,GO:0016757,GO:0006486,GO:0005794,GO:0008417,GO:0036065,GO:0032580
102082158	GO:0008270,GO:0046872
102082160	
102082169	,GO:0016020,GO:0005886
102082180	
102082214	
102082221	
102082232	
102082242	GO:0001525,GO:0002244,GO:0045747,GO:0060216
102082245	GO:0008373,GO:0006486
102082249	GO:0016020,GO:0016021,
102082268	GO:0035278,GO:0003676,GO:0000289,GO:0017148
102082270	GO:0003677,GO:0006355
102082272	GO:0005576,GO:0005509
102082273	GO:0016811,GO:0006807,GO:0016787
102082277	GO:0005515
102082281	
102082288	GO:0005576,GO:0019229
102082295	GO:0016020,GO:0016021
102082307	
102082309	GO:0016020,GO:0016021,GO:0007155,GO:0005515
102082320	GO:0005882
102082324	GO:0007166,GO:0004888,GO:0007186,GO:0004930,GO:0016021,GO:0016020
102082329	GO:0016020,GO:0016021,GO:0004896,GO:0019221,GO:0005515
102082332	,GO:0016020,GO:0016021
102082339	GO:0005525,GO:0000166,GO:0016020,GO:0016021
102082341	GO:0006816,GO:0005891,GO:0070588,GO:0005245,GO:0016021,GO:0016020
102082344	GO:0003676,GO:0015074
102082349	GO:0055085,GO:0022857,GO:0016020,GO:0016021
102082350	
102082358	
102082360	GO:0005515
102082380	GO:0016020,GO:0016021,GO:0004930,GO:0007186
102082411	GO:0016020,GO:0016021
102082420	
102082445	GO:0005515
102082447	GO:0016020,GO:0016021
102082451	GO:0005102,GO:0005165
102082454	
102082458	GO:0005096,GO:0043547,
102082461	GO:0004252,GO:0006508
102082462	
102082475	
102082501	GO:0006865,GO:0016020,GO:0016021
102082511	
102082520	GO:0042981
102082549	GO:1901386,GO:0016020,GO:0016021,GO:0044325
102082561	GO:0003676,GO:0015074,GO:0006508,GO:0004190
102082570	GO:2000781,GO:0005515
102082595	GO:0032968,GO:0005515
102082614	GO:0006281,GO:0000723,GO:0003678
102082621	GO:0009450,GO:0009013,GO:0016620,GO:0016491,GO:0055114,GO:0005739,GO:0004777
102082628	GO:0005576,GO:0005737,GO:0042981,GO:0005515,GO:0090729,GO:0035821
102082641	
102082660	GO:0005515
102082667	
102082670	GO:0006915,GO:0004888,GO:0006955,GO:0007165,GO:0005515,GO:0016020
102082676	GO:0016021
102082684	GO:0005634,GO:0005515
102082689	GO:0042720,GO:0006627,GO:0006465,GO:0008236,GO:0004252,GO:0006508,GO:0016021,GO:0016020
102082691	
102082698	
102082701	GO:0004867,GO:0005515
102082710	
102082713	GO:0016787,GO:0008233,GO:0006508,GO:0006511,GO:0016579,GO:0008234,GO:0004843,GO:0018215
102082714	GO:0030368
102082715	
102082717	
102082729	GO:0005576,GO:0046872,GO:0008270,GO:0005515,GO:0090729,GO:0035821
102082732	GO:0016020,GO:0016021
102082745	GO:0006357,GO:0005634,GO:0003677,GO:0003700,GO:0006355
102082756	
102082760	GO:0016020,GO:0016021,GO:0006955,GO:0005164,GO:0005515
102082761	GO:0005515,GO:0016021
102082764	
102082769	GO:0007099,GO:1904888
102082777	
102082779	
102082791	
102082800	
102082801	,GO:0016740,GO:0016020,GO:0016021,GO:0016757
102082803	,GO:0046872
102082805	GO:0000166,GO:0005525
102082809	GO:0001503,GO:0004707,GO:0006468,GO:0005524,GO:0004672
102082811	GO:0010506,GO:0005615
102082816	GO:0005525
102082823	
102082825	
102082848	GO:0005267,GO:0071805,GO:0016021,GO:0016020
102082850	
102082854	GO:0050795,GO:0042310,GO:0006939,GO:0007507,GO:0004993,GO:0005887,GO:0007186,GO:0004930,GO:0016021
102082855	GO:0005515
102082890	GO:0051015,GO:0045296,GO:0007155
102082909	
102082914	
102082918	GO:0016020,GO:0016021,GO:0016757,GO:0005794,GO:0000139,GO:0006486
102082933	GO:0016020,GO:0016021,GO:0005509
102082952	GO:0000145,GO:0006887
102082956	
102082961	GO:0003677
102082963	
102082980	GO:0000166,GO:0005525
102082981	
102082988	
102082990	
102082991	
102082998	
102083000	GO:0016020,GO:0016021,GO:2000312,GO:0005515
102083001	GO:0005886,GO:0004415,
102083004	GO:0005515
102083006	GO:0016020
102083013	GO:0051015,GO:0016459,GO:0003774,GO:0005515,GO:0005524,GO:0000166,GO:0003779
102083026	
102083041	
102083054	GO:1901386,GO:0016020,GO:0016021,GO:0044325
102083061	GO:0016020,GO:0016021,GO:0022857,GO:0055085
102083064	
102083099	GO:0048484,
102083100	GO:0004252,GO:0006508,GO:0005615
102083106	GO:0005634
102083107	GO:0005515
102083109	
102083118	
102083119	GO:0003824
102083122	GO:0043565,GO:0006355,GO:0008270
102083124	GO:0016020,GO:0016021,GO:0050776
102083126	GO:0016020,GO:0016021,GO:0006955,GO:0005886,GO:0006915,GO:0007165,GO:0004888,GO:0005516,GO:0045121,GO:0005515
102083131	
102083135	GO:0016020,GO:0016021,GO:0004930,GO:0007165,GO:0007186
102083141	GO:0051131,GO:0000166,GO:0005524
102083160	GO:0016787,GO:0005509,GO:0008233,GO:0006508,GO:0004198,GO:0008234,GO:0007586
102083174	GO:0016020,GO:0016021,GO:0004930,GO:0007186
102083175	GO:0016020,GO:0016021,GO:0030215,GO:0005515
102083181	GO:0004521
102083182	
102083186	GO:0003723,GO:0005634
102083190	GO:0005515
102083193	GO:0007168,GO:0030251,GO:0006811,GO:0005515
102083195	GO:0005525
102083201	GO:0005576,GO:0016020,GO:0005886,GO:0005615,GO:0009966,GO:0031225,GO:0062023,GO:0046658,GO:0016021
102083202	GO:0043123
102083204	GO:0008289,GO:0005515
102083219	
102083227	GO:0046872,GO:0016020,GO:0016021,GO:0016787,GO:0007165,GO:0004114,GO:0008081
102083231	
102083239	
102083249	
102083256	GO:0016020,GO:0016021,
102083261	
102083264	GO:0016020,GO:0016021
102083268	GO:0003697
